C,time,w,Z,J,J_up,J_down
67.1999677529784,2020-06-20T07:03:38.364Z,-0.491936451505388,downdraft,7,"(119,237]","(119,238]"
73.1589757018355,2020-06-20T07:03:38.559Z,-0.791936451505388,downdraft,7,"(119,237]","(119,238]"
46.1239710526679,2020-06-20T07:03:38.759Z,-0.701936451505388,downdraft,7,"(119,237]","(119,238]"
88.9799842133853,2020-06-20T07:03:38.959Z,-0.411936451505388,downdraft,7,"(119,237]","(119,238]"
89.1679784627268,2020-06-20T07:03:39.158Z,-0.741936451505388,downdraft,7,"(119,237]","(119,238]"
51.0179816813725,2020-06-20T07:03:39.359Z,-0.0819364515053883,downdraft,7,"(119,237]","(119,238]"
49.4559816384644,2020-06-20T07:03:39.557Z,-0.161936451505388,downdraft,7,"(119,237]","(119,238]"
37.1599770608227,2020-06-20T07:03:39.763Z,-0.191936451505388,downdraft,7,"(119,237]","(119,238]"
28.024986716784,2020-06-20T07:03:39.961Z,0.118063548494612,updraft,7,"(119,237]","(119,238]"
24.1819819579396,2020-06-20T07:03:40.159Z,0.0980635484946117,updraft,7,"(119,237]","(119,238]"
46.5649858370034,2020-06-20T07:03:40.361Z,-0.411936451505388,downdraft,7,"(119,237]","(119,238]"
53.0559787774382,2020-06-20T07:03:40.560Z,-0.271936451505388,downdraft,7,"(119,237]","(119,238]"
43.5609800887432,2020-06-20T07:03:40.757Z,-0.171936451505388,downdraft,7,"(119,237]","(119,238]"
30.733977728396,2020-06-20T07:03:40.958Z,-0.321936451505388,downdraft,7,"(119,237]","(119,238]"
41.7029827900169,2020-06-20T07:03:41.157Z,-0.421936451505388,downdraft,7,"(119,237]","(119,238]"
86.6089437228056,2020-06-20T07:03:41.359Z,0.238063548494612,updraft,7,"(119,237]","(119,238]"
117.54798030332,2020-06-20T07:03:41.557Z,-0.281936451505388,downdraft,7,"(119,237]","(119,238]"
53.8129744620583,2020-06-20T07:03:41.757Z,-0.211936451505388,downdraft,7,"(119,237]","(119,238]"
77.5819788251229,2020-06-20T07:03:41.957Z,-0.251936451505388,downdraft,7,"(119,237]","(119,238]"
66.3759757256849,2020-06-20T07:03:42.160Z,-0.301936451505388,downdraft,7,"(119,237]","(119,238]"
69.9039822392715,2020-06-20T07:03:42.357Z,-0.231936451505388,downdraft,7,"(119,237]","(119,238]"
83.1559756779934,2020-06-20T07:03:42.556Z,0.0680635484946117,updraft,7,"(119,237]","(119,238]"
94.9909803271603,2020-06-20T07:03:42.757Z,0.0380635484946117,updraft,7,"(119,237]","(119,238]"
85.8229854293241,2020-06-20T07:03:42.961Z,-0.231936451505388,downdraft,7,"(119,237]","(119,238]"
78.4469821605944,2020-06-20T07:03:43.157Z,-0.411936451505388,downdraft,7,"(119,237]","(119,238]"
83.362973348656,2020-06-20T07:03:43.357Z,-0.251936451505388,downdraft,7,"(119,237]","(119,238]"
85.3129792304335,2020-06-20T07:03:43.557Z,-0.131936451505388,downdraft,7,"(119,237]","(119,238]"
95.2329801841079,2020-06-20T07:03:43.757Z,-0.111936451505388,downdraft,7,"(119,237]","(119,238]"
107.905978062183,2020-06-20T07:03:43.957Z,-0.231936451505388,downdraft,7,"(119,237]","(119,238]"
101.29397725633,2020-06-20T07:03:44.159Z,-0.0119364515053883,downdraft,7,"(119,237]","(119,238]"
90.3659783721287,2020-06-20T07:03:44.358Z,-0.0719364515053883,downdraft,7,"(119,237]","(119,238]"
71.3019797787984,2020-06-20T07:03:44.558Z,-0.0419364515053883,downdraft,7,"(119,237]","(119,238]"
87.45397892049,2020-06-20T07:03:44.757Z,-0.421936451505388,downdraft,7,"(119,237]","(238,356]"
87.6679788728052,2020-06-20T07:03:44.957Z,-0.621936451505388,downdraft,7,"(119,237]","(238,356]"
91.369969493433,2020-06-20T07:03:45.157Z,-0.161936451505388,downdraft,7,"(119,237]","(238,356]"
76.2389786987606,2020-06-20T07:03:45.357Z,-0.0419364515053883,downdraft,7,"(119,237]","(238,356]"
34.3729916282118,2020-06-20T07:03:45.557Z,-0.181936451505388,downdraft,7,"(119,237]","(238,356]"
43.6979292816941,2020-06-20T07:03:45.758Z,-0.481936451505388,downdraft,7,"(119,237]","(238,356]"
62.8799782529168,2020-06-20T07:03:45.956Z,-0.901936451505388,downdraft,7,"(119,237]","(238,356]"
66.3259701228544,2020-06-20T07:03:46.157Z,-1.05193645150539,downdraft,7,"(119,237]","(238,356]"
72.6239604955281,2020-06-20T07:03:46.356Z,-0.981936451505388,downdraft,7,"(119,237]","(238,356]"
80.5959811616267,2020-06-20T07:03:46.556Z,-0.621936451505388,downdraft,7,"(119,237]","(238,356]"
83.6069782290761,2020-06-20T07:03:46.757Z,-0.441936451505388,downdraft,7,"(119,237]","(238,356]"
81.4919919381573,2020-06-20T07:03:46.958Z,-0.311936451505388,downdraft,7,"(119,237]","(238,356]"
71.5959785390205,2020-06-20T07:03:47.155Z,-0.671936451505388,downdraft,7,"(119,237]","(238,356]"
85.6059785151792,2020-06-20T07:03:47.355Z,-0.131936451505388,downdraft,7,"(119,237]","(238,356]"
72.4359787774374,2020-06-20T07:03:47.560Z,-0.511936451505388,downdraft,7,"(119,237]","(238,356]"
78.9259675717549,2020-06-20T07:03:47.755Z,-0.571936451505388,downdraft,7,"(119,237]","(238,356]"
75.5399787297556,2020-06-20T07:03:47.956Z,-0.581936451505388,downdraft,7,"(119,237]","(238,356]"
68.0659788489647,2020-06-20T07:03:48.155Z,-0.141936451505388,downdraft,7,"(119,237]","(238,356]"
64.4509785271002,2020-06-20T07:03:48.355Z,0.168063548494612,updraft,7,"(119,237]","(238,356]"
69.8679805417378,2020-06-20T07:03:48.556Z,0.318063548494612,updraft,7,"(119,237]","(238,356]"
66.3559754395756,2020-06-20T07:03:48.755Z,0.138063548494612,updraft,7,"(119,237]","(238,356]"
76.3109843802813,2020-06-20T07:03:48.955Z,-0.191936451505388,downdraft,7,"(119,237]","(238,356]"
55.3809791708282,2020-06-20T07:03:49.155Z,-0.351936451505388,downdraft,7,"(119,237]","(238,356]"
50.5909779548947,2020-06-20T07:03:49.355Z,0.0880635484946117,updraft,7,"(119,237]","(238,356]"
49.0859737706433,2020-06-20T07:03:49.555Z,0.188063548494612,updraft,7,"(119,237]","(238,356]"
44.3719762025157,2020-06-20T07:03:49.756Z,0.248063548494612,updraft,7,"(119,237]","(238,356]"
53.6259732938052,2020-06-20T07:03:49.955Z,0.0980635484946117,updraft,7,"(119,237]","(238,356]"
67.5609796953486,2020-06-20T07:03:50.155Z,0.0780635484946117,updraft,7,"(119,237]","(238,356]"
58.1959785390209,2020-06-20T07:03:50.355Z,-0.0919364515053883,downdraft,7,"(119,237]","(238,356]"
54.7439743905325,2020-06-20T07:03:50.556Z,-0.261936451505388,downdraft,7,"(119,237]","(238,356]"
48.2309736514326,2020-06-20T07:03:50.755Z,-0.611936451505388,downdraft,7,"(119,237]","(238,356]"
43.7059856915839,2020-06-20T07:03:50.955Z,-0.581936451505388,downdraft,7,"(119,237]","(238,356]"
37.6399917378549,2020-06-20T07:03:51.156Z,-0.381936451505388,downdraft,7,"(119,237]","(238,356]"
13.0859776091893,2020-06-20T07:03:51.355Z,-0.371936451505388,downdraft,7,"(119,237]","(238,356]"
25.6999732461227,2020-06-20T07:03:51.556Z,-0.0519364515053883,downdraft,7,"(119,237]","(238,356]"
13.1359844994895,2020-06-20T07:03:51.755Z,0.668063548494612,updraft,7,"(119,237]","(238,356]"
13.7509810424181,2020-06-20T07:03:51.955Z,0.358063548494612,updraft,7,"(119,237]","(238,356]"
14.6139788775745,2020-06-20T07:03:52.158Z,0.578063548494612,updraft,7,"(119,237]","(238,356]"
5.41898184588172,2020-06-20T07:03:52.357Z,0.0880635484946117,updraft,7,"(119,237]","(238,356]"
3.80397725155854,2020-06-20T07:03:52.556Z,0.558063548494612,updraft,7,"(119,237]","(238,356]"
14.0959823537214,2020-06-20T07:03:52.756Z,0.578063548494612,updraft,7,"(119,237]","(238,356]"
38.295983545815,2020-06-20T07:03:52.956Z,0.738063548494612,updraft,7,"(119,237]","(238,356]"
44.1279919095159,2020-06-20T07:03:53.156Z,0.118063548494612,updraft,7,"(119,237]","(238,356]"
35.8719619546464,2020-06-20T07:03:53.356Z,-0.111936451505388,downdraft,7,"(119,237]","(238,356]"
30.0999720540276,2020-06-20T07:03:53.556Z,-0.251936451505388,downdraft,7,"(119,237]","(238,356]"
18.9499863591573,2020-06-20T07:03:53.759Z,-0.0319364515053883,downdraft,7,"(119,237]","(238,356]"
21.3369784674942,2020-06-20T07:03:53.957Z,0.208063548494612,updraft,7,"(119,237]","(238,356]"
20.680971303027,2020-06-20T07:03:54.157Z,0.148063548494612,updraft,7,"(119,237]","(238,356]"
20.0199805798802,2020-06-20T07:03:54.356Z,-0.101936451505388,downdraft,7,"(119,237]","(238,356]"
26.6059766316685,2020-06-20T07:03:54.555Z,0.198063548494612,updraft,7,"(119,237]","(238,356]"
19.9519740567466,2020-06-20T07:03:54.756Z,0.188063548494612,updraft,7,"(119,237]","(238,356]"
16.8199803986863,2020-06-20T07:03:54.957Z,0.0980635484946117,updraft,7,"(119,237]","(238,356]"
13.7459793734852,2020-06-20T07:03:55.155Z,0.498063548494612,updraft,7,"(119,237]","(238,356]"
7.52097955229692,2020-06-20T07:03:55.355Z,-0.0819364515053883,downdraft,7,"(119,237]","(238,356]"
8.68596423389136,2020-06-20T07:03:55.555Z,-0.251936451505388,downdraft,7,"(119,237]","(238,356]"
15.1679841180194,2020-06-20T07:03:55.756Z,0.00806354849461171,updraft,7,"(119,237]","(238,356]"
12.9009870028876,2020-06-20T07:03:55.955Z,-0.0919364515053883,downdraft,7,"(119,237]","(238,356]"
-3.73902125832501,2020-06-20T07:03:56.155Z,-0.121936451505388,downdraft,7,"(119,237]","(238,356]"
-0.209021091432078,2020-06-20T07:03:56.355Z,-0.201936451505388,downdraft,7,"(119,237]","(238,356]"
-11.6280204596205,2020-06-20T07:03:56.557Z,0.0180635484946117,updraft,7,"(119,237]","(238,356]"
-8.3240185999548,2020-06-20T07:03:56.756Z,0.658063548494612,updraft,7,"(119,237]","(238,356]"
-8.26802045962177,2020-06-20T07:03:56.954Z,0.688063548494612,updraft,7,"(119,237]","(238,356]"
-10.2440187430111,2020-06-20T07:03:57.154Z,-0.141936451505388,downdraft,7,"(119,237]","(238,356]"
-15.9540211033527,2020-06-20T07:03:57.355Z,-0.131936451505388,downdraft,7,"(119,237]","(238,356]"
29.9980043836185,2020-06-20T07:03:57.554Z,-0.0719364515053883,downdraft,7,"(119,237]","(238,356]"
42.7399532189429,2020-06-20T07:03:57.754Z,0.368063548494612,updraft,7,"(119,237]","(238,356]"
35.4359802079507,2020-06-20T07:03:57.955Z,0.0680635484946117,updraft,7,"(119,237]","(238,356]"
21.4339630942868,2020-06-20T07:03:58.154Z,0.528063548494612,updraft,7,"(119,237]","(238,356]"
-3.32403547997274,2020-06-20T07:03:58.354Z,-0.0519364515053883,downdraft,7,"(119,237]","(238,356]"
-7.07903135536071,2020-06-20T07:03:58.555Z,0.388063548494612,updraft,7,"(119,237]","(238,356]"
9.20593848465978,2020-06-20T07:03:58.755Z,1.26806354849461,updraft,7,"(119,237]","(238,356]"
26.5359349083792,2020-06-20T07:03:58.955Z,-0.0219364515053883,downdraft,7,"(119,237]","(238,356]"
6.47098420145267,2020-06-20T07:03:59.155Z,-0.601936451505388,downdraft,7,"(119,237]","(238,356]"
-16.5700106224867,2020-06-20T07:03:59.354Z,-0.441936451505388,downdraft,7,"(119,237]","(238,356]"
-25.0820175509125,2020-06-20T07:03:59.557Z,-0.311936451505388,downdraft,7,"(119,237]","(238,356]"
-21.2690025066859,2020-06-20T07:03:59.755Z,0.178063548494612,updraft,7,"(119,237]","(238,356]"
108.808014635628,2020-06-20T07:03:59.956Z,-0.831936451505388,downdraft,7,"(119,237]","(238,356]"
119.560981125858,2020-06-20T07:04:00.155Z,-0.481936451505388,downdraft,7,"(119,237]","(238,356]"
85.1409816503783,2020-06-20T07:04:00.355Z,-0.401936451505388,downdraft,7,"(119,237]","(238,356]"
66.7959334778661,2020-06-20T07:04:00.555Z,-0.431936451505388,downdraft,7,"(119,237]","(238,356]"
15.3139851193773,2020-06-20T07:04:00.754Z,-0.141936451505388,downdraft,7,"(119,237]","(238,356]"
35.9699629941133,2020-06-20T07:04:00.954Z,-0.471936451505388,downdraft,7,"(119,237]","(238,356]"
-9.56800886295969,2020-06-20T07:04:01.156Z,0.168063548494612,updraft,7,"(119,237]","(238,356]"
-10.3840215086639,2020-06-20T07:04:01.355Z,0.618063548494612,updraft,7,"(119,237]","(238,356]"
-17.2930215325068,2020-06-20T07:04:01.553Z,1.31806354849461,updraft,7,"(119,237]","(238,356]"
-35.2520158819807,2020-06-20T07:04:01.754Z,0.658063548494612,updraft,7,"(119,237]","(238,356]"
-32.0700269922963,2020-06-20T07:04:01.954Z,0.248063548494612,updraft,7,"(119,237]","(238,356]"
5.62000704430466,2020-06-20T07:04:02.153Z,0.258063548494612,updraft,7,"(119,237]","(238,356]"
16.2499564281134,2020-06-20T07:04:02.353Z,0.418063548494612,updraft,7,"(119,237]","(238,356]"
41.6219802556334,2020-06-20T07:04:02.554Z,0.248063548494612,updraft,7,"(119,237]","(238,356]"
13.8039772515585,2020-06-20T07:04:02.753Z,0.688063548494612,updraft,7,"(119,237]","(238,356]"
81.9029839988107,2020-06-20T07:04:02.953Z,0.308063548494612,updraft,7,"(119,237]","(238,356]"
107.938982990288,2020-06-20T07:04:03.153Z,0.898063548494612,updraft,7,"(119,237]","(238,356]"
104.261983674549,2020-06-20T07:04:03.354Z,1.12806354849461,updraft,7,"(119,237]","(238,356]"
91.5389819007251,2020-06-20T07:04:03.553Z,0.788063548494612,updraft,7,"(119,237]","(238,356]"
106.28898070863,2020-06-20T07:04:03.753Z,0.148063548494612,updraft,7,"(119,237]","(238,356]"
116.602981614622,2020-06-20T07:04:03.953Z,0.288063548494612,updraft,7,"(119,237]","(238,356]"
144.78598285439,2020-06-20T07:04:04.155Z,-0.141936451505388,downdraft,7,"(119,237]","(238,356]"
96.1439771371224,2020-06-20T07:04:04.353Z,-0.431936451505388,downdraft,7,"(119,237]","(238,356]"
86.0069808516819,2020-06-20T07:04:04.553Z,-0.311936451505388,downdraft,7,"(119,237]","(238,356]"
94.0099839749673,2020-06-20T07:04:04.754Z,-0.411936451505388,downdraft,7,"(119,237]","(238,356]"
93.3209746051089,2020-06-20T07:04:04.955Z,-0.371936451505388,downdraft,7,"(119,237]","(238,356]"
91.1439673619734,2020-06-20T07:04:05.153Z,-0.241936451505388,downdraft,7,"(119,237]","(238,356]"
89.5739823107979,2020-06-20T07:04:05.354Z,0.228063548494612,updraft,7,"(119,237]","(238,356]"
85.2859771085059,2020-06-20T07:04:05.553Z,0.0180635484946117,updraft,7,"(119,237]","(238,356]"
48.0779810185759,2020-06-20T07:04:05.753Z,0.398063548494612,updraft,7,"(119,237]","(238,356]"
55.3489740329042,2020-06-20T07:04:05.953Z,0.238063548494612,updraft,7,"(119,237]","(238,356]"
44.4219844851705,2020-06-20T07:04:06.153Z,0.0380635484946117,updraft,7,"(119,237]","(238,356]"
29.2280050225181,2020-06-20T07:04:06.353Z,-0.181936451505388,downdraft,7,"(119,237]","(238,356]"
4.67098414186148,2020-06-20T07:04:06.555Z,-0.121936451505388,downdraft,7,"(119,237]","(238,356]"
17.0609788966467,2020-06-20T07:04:06.753Z,-0.201936451505388,downdraft,7,"(119,237]","(238,356]"
-1.98401073213427,2020-06-20T07:04:06.953Z,0.0180635484946117,updraft,7,"(119,237]","(238,356]"
46.0809984827047,2020-06-20T07:04:07.153Z,-0.0119364515053883,downdraft,7,"(119,237]","(238,356]"
15.0699728312866,2020-06-20T07:04:07.353Z,0.128063548494612,updraft,7,"(119,237]","(238,356]"
5.53598306897584,2020-06-20T07:04:07.557Z,0.0680635484946117,updraft,7,"(119,237]","(238,356]"
-5.62902181860954,2020-06-20T07:04:07.753Z,-0.201936451505388,downdraft,7,"(119,237]","(238,356]"
-22.3270233921739,2020-06-20T07:04:07.953Z,-0.0919364515053883,downdraft,7,"(119,237]","(238,356]"
4.96203612656063,2020-06-20T07:04:08.153Z,-0.381936451505388,downdraft,7,"(119,237]","(238,356]"
6.56598147156547,2020-06-20T07:04:08.355Z,-0.761936451505388,downdraft,7,"(119,237]","(238,356]"
-12.5340166926035,2020-06-20T07:04:08.553Z,-0.431936451505388,downdraft,7,"(119,237]","(238,356]"
-1.67899559254147,2020-06-20T07:04:08.755Z,-0.511936451505388,downdraft,7,"(119,237]","(238,356]"
28.2360081029528,2020-06-20T07:04:08.952Z,0.428063548494612,updraft,7,"(119,237]","(238,356]"
40.4179845423914,2020-06-20T07:04:09.154Z,0.288063548494612,updraft,7,"(119,237]","(238,356]"
36.3299707808892,2020-06-20T07:04:09.353Z,0.118063548494612,updraft,7,"(119,237]","(238,356]"
21.7259933209862,2020-06-20T07:04:09.554Z,-0.251936451505388,downdraft,7,"(119,237]","(238,356]"
6.64697799065652,2020-06-20T07:04:09.753Z,-0.691936451505388,downdraft,7,"(119,237]","(238,356]"
-11.5960253710491,2020-06-20T07:04:09.952Z,-0.0919364515053883,downdraft,7,"(119,237]","(238,356]"
17.3759840703224,2020-06-20T07:04:10.152Z,-0.101936451505388,downdraft,7,"(119,237]","(238,356]"
24.5019749961248,2020-06-20T07:04:10.354Z,0.178063548494612,updraft,7,"(119,237]","(238,356]"
-28.2120430617251,2020-06-20T07:04:10.552Z,0.338063548494612,updraft,7,"(119,237]","(238,356]"
-37.5200186476395,2020-06-20T07:04:10.754Z,0.688063548494612,updraft,7,"(119,237]","(238,356]"
-23.3040641379466,2020-06-20T07:04:10.952Z,0.938063548494612,updraft,7,"(119,237]","(238,356]"
-12.4200238546982,2020-06-20T07:04:11.152Z,0.178063548494612,updraft,7,"(119,237]","(238,356]"
-4.54600953530098,2020-06-20T07:04:11.351Z,0.668063548494612,updraft,7,"(119,237]","(238,356]"
-25.7900184092196,2020-06-20T07:04:11.554Z,0.708063548494612,updraft,7,"(119,237]","(238,356]"
-33.6040236067493,2020-06-20T07:04:11.752Z,1.14806354849461,updraft,7,"(119,237]","(238,356]"
-29.4320156435624,2020-06-20T07:04:11.952Z,0.968063548494612,updraft,8,"(119,237]","(238,356]"
-32.7540280174817,2020-06-20T07:04:12.153Z,0.788063548494612,updraft,8,"(119,237]","(238,356]"
-35.1710219926517,2020-06-20T07:04:12.351Z,0.998063548494612,updraft,8,"(119,237]","(238,356]"
-42.8360155958781,2020-06-20T07:04:12.552Z,0.578063548494612,updraft,8,"(119,237]","(238,356]"
-40.6360234636977,2020-06-20T07:04:12.756Z,0.608063548494612,updraft,8,"(119,237]","(238,356]"
-35.5600064882801,2020-06-20T07:04:12.952Z,0.618063548494612,updraft,8,"(119,237]","(238,356]"
-37.5440249418862,2020-06-20T07:04:13.152Z,0.408063548494612,updraft,8,"(119,237]","(238,356]"
-14.0840112566802,2020-06-20T07:04:13.351Z,0.488063548494612,updraft,8,"(119,237]","(238,356]"
-26.5570283989673,2020-06-20T07:04:13.553Z,0.228063548494612,updraft,8,"(119,237]","(238,356]"
-25.1140085863644,2020-06-20T07:04:13.753Z,-0.251936451505388,downdraft,8,"(119,237]","(238,356]"
-21.3639847444829,2020-06-20T07:04:13.952Z,0.548063548494612,updraft,8,"(119,237]","(238,356]"
-25.336012896998,2020-06-20T07:04:14.152Z,0.578063548494612,updraft,8,"(119,237]","(238,356]"
-15.6760194773397,2020-06-20T07:04:14.352Z,0.438063548494612,updraft,8,"(119,237]","(238,356]"
-18.2880228438098,2020-06-20T07:04:14.552Z,0.188063548494612,updraft,8,"(119,237]","(238,356]"
-8.12601917216125,2020-06-20T07:04:14.754Z,0.278063548494612,updraft,8,"(119,237]","(238,356]"
-13.6590211033508,2020-06-20T07:04:14.955Z,0.548063548494612,updraft,8,"(119,237]","(238,356]"
-21.812021346539,2020-06-20T07:04:15.154Z,0.218063548494612,updraft,8,"(119,237]","(238,356]"
-29.5600189909674,2020-06-20T07:04:15.354Z,-0.121936451505388,downdraft,8,"(119,237]","(238,356]"
-6.97403767345895,2020-06-20T07:04:15.554Z,0.0180635484946117,updraft,8,"(119,237]","(238,356]"
27.7259914136357,2020-06-20T07:04:15.755Z,0.158063548494612,updraft,8,"(119,237]","(238,356]"
-13.6240183615373,2020-06-20T07:04:15.955Z,-0.291936451505388,downdraft,8,"(119,237]","(238,356]"
-22.0960249132768,2020-06-20T07:04:16.156Z,-0.211936451505388,downdraft,8,"(119,237]","(238,356]"
-24.3400142702849,2020-06-20T07:04:16.356Z,-0.00193645150538829,downdraft,8,"(119,237]","(238,356]"
-30.028020459622,2020-06-20T07:04:16.557Z,-0.251936451505388,downdraft,8,"(119,237]","(238,356]"
-34.2440231299115,2020-06-20T07:04:16.757Z,-0.381936451505388,downdraft,8,"(119,237]","(238,356]"
-38.0160225100244,2020-06-20T07:04:16.956Z,-0.251936451505388,downdraft,8,"(119,237]","(238,356]"
-37.7860232681905,2020-06-20T07:04:17.157Z,-0.481936451505388,downdraft,8,"(119,237]","(238,356]"
-32.7220270447342,2020-06-20T07:04:17.357Z,-0.261936451505388,downdraft,8,"(119,237]","(238,356]"
67.4979271359243,2020-06-20T07:04:17.559Z,0.248063548494612,updraft,8,"(119,237]","(238,356]"
-23.8919891790738,2020-06-20T07:04:17.758Z,0.108063548494612,updraft,8,"(119,237]","(238,356]"
-48.9040212225609,2020-06-20T07:04:17.960Z,-0.451936451505388,downdraft,8,"(119,237]","(238,356]"
-40.942020559758,2020-06-20T07:04:18.158Z,0.0880635484946117,updraft,8,"(119,237]","(238,356]"
110.421984723589,2020-06-20T07:04:18.358Z,0.588063548494612,updraft,8,"(119,237]","(238,356]"
107.481954029567,2020-06-20T07:04:18.559Z,0.478063548494612,updraft,8,"(119,237]","(238,356]"
209.537995800542,2020-06-20T07:04:18.759Z,-0.371936451505388,downdraft,8,"(119,237]","(238,356]"
76.3729448981267,2020-06-20T07:04:18.963Z,-0.701936451505388,downdraft,8,"(119,237]","(238,356]"
21.2159994721424,2020-06-20T07:04:19.160Z,-0.721936451505388,downdraft,8,"(119,237]","(238,356]"
1.63598750354686,2020-06-20T07:04:19.360Z,0.458063548494612,updraft,8,"(119,237]","(238,356]"
-1.73802022120253,2020-06-20T07:04:19.561Z,0.908063548494612,updraft,8,"(119,237]","(238,356]"
114.915978777439,2020-06-20T07:04:19.760Z,0.778063548494612,updraft,8,"(119,237]","(238,356]"
209.30497980264,2020-06-20T07:04:19.963Z,0.608063548494612,updraft,8,"(119,237]","(238,356]"
204.283976803335,2020-06-20T07:04:20.161Z,0.498063548494612,updraft,8,"(119,237]","(238,356]"
189.491978357823,2020-06-20T07:04:20.362Z,0.268063548494612,updraft,8,"(119,237]","(238,356]"
180.781009652674,2020-06-20T07:04:20.561Z,-0.0519364515053883,downdraft,8,"(119,237]","(238,356]"
196.710978896648,2020-06-20T07:04:20.763Z,-0.0719364515053883,downdraft,8,"(119,237]","(238,356]"
190.580975320365,2020-06-20T07:04:20.965Z,0.108063548494612,updraft,8,"(119,237]","(238,356]"
178.726971717875,2020-06-20T07:04:21.163Z,0.138063548494612,updraft,8,"(119,237]","(238,356]"
117.358023309196,2020-06-20T07:04:21.362Z,-0.0319364515053883,downdraft,8,"(119,237]","(238,356]"
89.1159797311138,2020-06-20T07:04:21.563Z,-0.0419364515053883,downdraft,8,"(119,237]","(238,356]"
97.3199792065934,2020-06-20T07:04:21.764Z,0.158063548494612,updraft,8,"(119,237]","(238,356]"
114.943967714806,2020-06-20T07:04:21.964Z,-0.0919364515053883,downdraft,8,"(119,237]","(238,356]"
160.530978097946,2020-06-20T07:04:22.165Z,0.278063548494612,updraft,8,"(119,237]","(238,356]"
136.200984606763,2020-06-20T07:04:22.365Z,-0.241936451505388,downdraft,8,"(119,237]","(238,356]"
143.436016447609,2020-06-20T07:04:22.565Z,-0.321936451505388,downdraft,8,"(119,237]","(238,356]"
119.475946829318,2020-06-20T07:04:22.765Z,-0.231936451505388,downdraft,8,"(119,237]","(238,356]"
81.2309765124592,2020-06-20T07:04:22.965Z,-0.171936451505388,downdraft,8,"(119,237]","(238,356]"
169.013976254973,2020-06-20T07:04:23.167Z,-0.171936451505388,downdraft,8,"(119,237]","(238,356]"
172.050971374552,2020-06-20T07:04:23.365Z,0.488063548494612,updraft,8,"(119,237]","(238,356]"
160.261976440936,2020-06-20T07:04:23.566Z,-0.0819364515053883,downdraft,8,"(119,237]","(238,356]"
173.935954458721,2020-06-20T07:04:23.768Z,0.668063548494612,updraft,8,"(119,237]","(238,356]"
158.557981495413,2020-06-20T07:04:23.966Z,0.248063548494612,updraft,8,"(119,237]","(238,356]"
158.511975925958,2020-06-20T07:04:24.166Z,0.638063548494612,updraft,8,"(119,237]","(238,356]"
153.475975487265,2020-06-20T07:04:24.366Z,0.178063548494612,updraft,8,"(119,237]","(238,356]"
80.0309881949815,2020-06-20T07:04:24.567Z,-0.0919364515053883,downdraft,8,"(119,237]","(238,356]"
72.1679807801575,2020-06-20T07:04:24.767Z,-0.571936451505388,downdraft,8,"(119,237]","(238,356]"
117.825978777439,2020-06-20T07:04:24.970Z,-0.211936451505388,downdraft,8,"(119,237]","(238,356]"
92.2599916901691,2020-06-20T07:04:25.168Z,0.0380635484946117,updraft,8,"(119,237]","(238,356]"
100.571963861992,2020-06-20T07:04:25.368Z,0.308063548494612,updraft,8,"(119,237]","(238,356]"
131.855967333337,2020-06-20T07:04:25.568Z,1.08806354849461,updraft,8,"(119,237]","(238,356]"
129.875973055387,2020-06-20T07:04:25.769Z,0.488063548494612,updraft,8,"(119,237]","(238,356]"
127.511982401404,2020-06-20T07:04:25.968Z,0.328063548494612,updraft,8,"(119,237]","(238,356]"
130.039979578523,2020-06-20T07:04:26.168Z,0.288063548494612,updraft,8,"(119,237]","(238,356]"
134.639971710722,2020-06-20T07:04:26.369Z,-0.0219364515053883,downdraft,8,"(119,237]","(238,356]"
138.156976560145,2020-06-20T07:04:26.569Z,-0.321936451505388,downdraft,8,"(119,237]","(238,356]"
116.45195903636,2020-06-20T07:04:26.769Z,-0.871936451505388,downdraft,8,"(119,237]","(238,356]"
104.938982139143,2020-06-20T07:04:26.969Z,0.188063548494612,updraft,8,"(119,237]","(238,356]"
99.5259980177907,2020-06-20T07:04:27.170Z,0.0980635484946117,updraft,8,"(119,237]","(238,356]"
139.91595774895,2020-06-20T07:04:27.370Z,0.118063548494612,updraft,8,"(119,237]","(238,356]"
141.37597877744,2020-06-20T07:04:27.570Z,0.478063548494612,updraft,8,"(119,237]","(238,356]"
125.055978777438,2020-06-20T07:04:27.770Z,0.208063548494612,updraft,8,"(119,237]","(238,356]"
119.331978109867,2020-06-20T07:04:27.976Z,0.648063548494612,updraft,8,"(119,237]","(238,356]"
106.095976631674,2020-06-20T07:04:28.170Z,0.0480635484946117,updraft,8,"(119,237]","(238,356]"
158.895983784221,2020-06-20T07:04:28.370Z,0.188063548494612,updraft,8,"(119,237]","(238,356]"
149.62301833112,2020-06-20T07:04:28.571Z,-0.0719364515053883,downdraft,8,"(119,237]","(238,356]"
160.995978777439,2020-06-20T07:04:28.770Z,-0.201936451505388,downdraft,8,"(119,237]","(238,356]"
167.225978777436,2020-06-20T07:04:28.970Z,-0.701936451505388,downdraft,8,"(119,237]","(238,356]"
156.175975487267,2020-06-20T07:04:29.170Z,-0.581936451505388,downdraft,8,"(119,237]","(238,356]"
146.125988957898,2020-06-20T07:04:29.370Z,-0.631936451505388,downdraft,8,"(119,237]","(238,356]"
130.065978777437,2020-06-20T07:04:29.570Z,-0.451936451505388,downdraft,8,"(119,237]","(238,356]"
