time,RH,wind_speed,wind_dir,H,LE,air_temperature
2020-06-29T10:00:00Z,64.43,2.46483,113.1925,268.2555,220.473,292.0025
2020-06-29T11:00:00Z,53.809,2.99659,134.1405,210.9565,216.5615,294.0395
2020-06-29T12:00:00Z,41.669,4.05561,119.3425,211.861,188.0755,295.302
2020-06-29T13:00:00Z,38.80585,4.93829,150.1465,248.399,127.69335,295.812
2020-06-29T14:00:00Z,39.81565,3.926195,150.637,29.06275,377.683,295.756
2020-06-29T15:00:00Z,45.6318,3.48477,153.504,128.5057,127.33735,295.2775
2020-06-29T16:00:00Z,69.7319,4.846845,166.282,160.3035,99.9968,290.4145
2020-06-29T17:00:00Z,56.2819,4.258975,163.783,47.2485,49.65575,293.2875
2020-06-29T18:00:00Z,45.85615,3.124735,161.6775,-16.38569,45.84915,294.825
2020-06-29T19:00:00Z,40.8826,2.89463,171.4715,-44.3028,24.002,294.5575
2020-06-29T20:00:00Z,43.45235,2.32528,153.636,-24.8341,9.42028,293.328
2020-06-29T21:00:00Z,45.6875,2.214995,123.7155,-8.295521,5.16141,291.9275
2020-06-29T22:00:00Z,56.6458,2.09291,123.481,-11.382195,7.459405,289.0185
2020-06-29T23:00:00Z,66.40955,2.039955,108.9212,-14.0416,2.202605,287.213
2020-06-30T00:00:00Z,69.97155,2.714795,116.1135,-40.572735,14.752705,286.3
2020-06-30T01:00:00Z,71.9393,2.61243,136.3295,-49.206,25.6075,285.4525
2020-06-30T02:00:00Z,72.33515,2.71795,122.094,-43.69515,18.43075,285.03
2020-06-30T03:00:00Z,64.4756,2.573155,117.413,-30.78385,9.71043,286.3825
2020-06-30T04:00:00Z,64.9095,3.48494,128.963,-36.0075,23.66755,286.3865
2020-06-30T05:00:00Z,71.0591,3.977165,128.283,10.50895,36.2607,285.346
2020-06-30T06:00:00Z,65.9927,5.093255,134.128,115.5785,59.28175,286.5235
2020-06-30T07:00:00Z,62.2604,5.878145,141.169,105.0574,43.75875,287.466
2020-06-30T08:00:00Z,57.1949,5.42925,136.6845,149.0545,79.09415,288.904
2020-06-30T09:00:00Z,56.4022,6.04438,147.062,169.2125,110.9625,288.9895
2020-06-30T10:00:00Z,54.96785,6.16148,149.4255,288.914,121.599,290.025
2020-06-30T11:00:00Z,52.4172,6.044055,150.885,325.429,119.2455,290.7445
2020-06-30T12:00:00Z,48.07525,5.793805,153.3695,156.0965,81.33335,291.9465
2020-06-30T13:00:00Z,,,,,,
2020-06-30T14:00:00Z,,,,,,
2020-06-30T15:00:00Z,,,,,,
2020-06-30T16:00:00Z,,,,,,
2020-06-30T17:00:00Z,,,,,,
2020-06-30T18:00:00Z,,,,,,
2020-06-30T19:00:00Z,,,,,,
2020-06-30T20:00:00Z,,,,,,
2020-06-30T21:00:00Z,,,,,,
2020-06-30T22:00:00Z,,,,,,
2020-06-30T23:00:00Z,,,,,,
2020-07-01T00:00:00Z,,,,,,
2020-07-01T01:00:00Z,,,,,,
2020-07-01T02:00:00Z,,,,,,
2020-07-01T03:00:00Z,,,,,,
2020-07-01T04:00:00Z,,,,,,
2020-07-01T05:00:00Z,,,,,,
2020-07-01T06:00:00Z,,,,,,
2020-07-01T07:00:00Z,,,,,,
2020-07-01T08:00:00Z,,,,,,
2020-07-01T09:00:00Z,,,,,,
2020-07-01T10:00:00Z,90.8491,3.5406,109.281,2.77795,55.495,290.081
