q,freq,magnitude,phase,fc,tau
0.3,0.000691104556596486,0.999926679682657,-0.580493369797774,0.0573781921574029,3
0.05,0.000694706378510919,0.996399483914325,-4.7400728688496,0.00816537180478543,19
0.1,0.000694706378510919,0.99914371953125,-2.24949202820356,0.0167841806131989,9
0.3,0.000694706378510919,0.999925913532157,-0.583518358676644,0.0573781921574029,3
0.05,0.000698326972000478,0.996362061720292,-4.76465408539578,0.00816537180478543,19
0.1,0.000698326972000478,0.99913478256319,-2.26120144405225,0.0167841806131989,9
0.3,0.000698326972000478,0.999925139376785,-0.586559107168426,0.0573781921574029,3
0.05,0.00070196643489677,0.996324252727855,-4.78936149651125,0.00816537180478543,19
0.1,0.00070196643489677,0.999125752442877,-2.27297166229182,0.0167841806131989,9
0.3,0.00070196643489677,0.999924357132925,-0.589615697317942,0.0573781921574029,3
0.05,0.000705624865541273,0.996286052983928,-4.81419573007936,0.00816537180478543,19
0.1,0.000705624865541273,0.99911662820193,-2.28480299630185,0.0167841806131989,9
0.3,0.000705624865541273,0.999923566716086,-0.592688211596202,0.0573781921574029,3
0.05,0.000709302362787987,0.996247458495971,-4.83915741679512,0.00816537180478543,19
0.1,0.000709302362787987,0.999107408861959,-2.29669576104034,0.0167841806131989,9
0.3,0.000709302362787987,0.999922768040896,-0.595776732902601,0.0573781921574029,3
0.05,0.000712999026006113,0.996208465231598,-4.86424719017277,0.00816537180478543,19
0.1,0.000712999026006113,0.999098093434457,-2.30865027305103,0.0167841806131989,9
0.3,0.000712999026006113,0.99992196102109,-0.598881344567136,0.0573781921574029,3
0.05,0.000716714955082729,0.996169069118213,-4.88946568655335,0.00816537180478543,19
0.1,0.000716714955082729,0.999088680920698,-2.32066685047083,0.0167841806131989,9
0.3,0.000716714955082729,0.999921145569506,-0.602002130352617,0.0573781921574029,3
0.05,0.000720450250425495,0.996129266042613,-4.91481354511212,0.00816537180478543,19
0.1,0.000720450250425495,0.999079170311633,-2.33274581303719,0.0167841806131989,9
0.3,0.000720450250425495,0.999920321598068,-0.605139174456908,0.0573781921574029,3
0.05,0.000724205012965365,0.996089051850627,-4.94029140786608,0.00816537180478543,19
0.1,0.000724205012965365,0.999069560587785,-2.34488748209562,0.0167841806131989,9
0.3,0.000724205012965365,0.999919489017783,-0.608292561515168,0.0573781921574029,3
0.05,0.000727979344159312,0.996048422346707,-4.96589991968121,0.00816537180478543,19
0.1,0.000727979344159312,0.999059850719139,-2.35709218060708,0.0167841806131989,9
0.3,0.000727979344159312,0.999918647738727,-0.611462376602106,0.0573781921574029,3
0.05,0.000731773345993074,0.996007373293545,-4.99163972827976,0.00816537180478543,19
0.1,0.000731773345993074,0.999050039665039,-2.36936023315554,0.0167841806131989,9
0.3,0.000731773345993074,0.999917797670039,-0.614648705234246,0.0573781921574029,3
0.05,0.000735587120983904,0.995965900411694,-5.0175114842475,0.00816537180478543,19
0.1,0.000735587120983904,0.999040126374078,-2.38169196595545,0.0167841806131989,9
0.3,0.000735587120983904,0.999916938719908,-0.617851633372211,0.0573781921574029,3
0.05,0.000739420772183344,0.995923999379142,-5.04351584104073,0.00816537180478543,19
0.1,0.000739420772183344,0.999030109783986,-2.39408770685932,0.0167841806131989,9
0.3,0.000739420772183344,0.999916070795565,-0.621071247423004,0.0573781921574029,3
0.05,0.00074327440318001,0.995881665830936,-5.06965345499338,0.00816537180478543,19
0.1,0.00074327440318001,0.999019988821523,-2.40654778536527,0.0167841806131989,9
0.3,0.00074327440318001,0.999915193803274,-0.624307634242315,0.0573781921574029,3
0.05,0.000747148118102389,0.995838895358775,-5.09592498532396,0.00816537180478543,19
0.1,0.000747148118102389,0.999009762402361,-2.41907253262461,0.0167841806131989,9
0.3,0.000747148118102389,0.999914307648317,-0.627560881136833,0.0573781921574029,3
0.05,0.000751042021621651,0.995795683510594,-5.12233109414241,0.00816537180478543,19
0.1,0.000751042021621651,0.998999429430977,-2.4316622814495,0.0167841806131989,9
0.3,0.000751042021621651,0.99991341223499,-0.630831075866568,0.0573781921574029,3
0.05,0.000754956218954482,0.995752025790157,-5.14887244645685,0.00816537180478543,19
0.1,0.000754956218954482,0.998988988800536,-2.44431736632054,0.0167841806131989,9
0.3,0.000754956218954482,0.999912507466589,-0.634118306647188,0.0573781921574029,3
0.05,0.000758890815865924,0.995707917656657,-5.17554971018037,0.00816537180478543,19
0.1,0.000758890815865924,0.998978439392777,-2.45703812339446,0.0167841806131989,9
0.3,0.000758890815865924,0.999911593245401,-0.637422662152369,0.0573781921574029,3
0.05,0.000762845918672234,0.995663354524278,-5.20236355613752,0.00816537180478543,19
0.1,0.000762845918672234,0.998967780077895,-2.46982489051182,0.0167841806131989,9
0.3,0.000762845918672234,0.999910669472691,-0.640744231516149,0.0573781921574029,3
0.05,0.000766821634243755,0.99561833176179,-5.2293146580709,0.00816537180478543,19
0.1,0.000766821634243755,0.998957009714423,-2.4826780072047,0.0167841806131989,9
0.3,0.000766821634243755,0.999909736048696,-0.644083104335308,0.0573781921574029,3
0.05,0.000770818070007806,0.995572844692121,-5.25640369264751,0.00816537180478543,19
0.1,0.000770818070007806,0.998946127149113,-2.49559781470445,0.0167841806131989,9
0.3,0.000770818070007806,0.99990879287261,-0.647439370671741,0.0573781921574029,3
0.05,0.000774835333951584,0.99552688859193,-5.28363133946514,0.00816537180478543,19
0.1,0.000774835333951584,0.998935131216822,-2.50858465594945,0.0167841806131989,9
0.3,0.000774835333951584,0.999907839842575,-0.650813121054863,0.0573781921574029,3
0.05,0.000778873534625081,0.995480458691185,-5.31099828105856,0.00816537180478543,19
0.1,0.000778873534625081,0.998924020740381,-2.5216388755929,0.0167841806131989,9
0.3,0.000778873534625081,0.99990687685567,-0.654204446484008,0.0573781921574029,3
0.05,0.000782932781144016,0.995433550172711,-5.3385052029056,0.00816537180478543,19
0.1,0.000782932781144016,0.998912794530481,-2.53476082001059,0.0167841806131989,9
0.3,0.000782932781144016,0.999905903807897,-0.657613438430855,0.0573781921574029,3
0.05,0.000787013183192789,0.99538615817177,-5.36615279343321,0.00816537180478543,19
0.1,0.000787013183192789,0.998901451385542,-2.54795083730879,0.0167841806131989,9
0.3,0.000787013183192789,0.999904920594178,-0.661040188841858,0.0573781921574029,3
0.05,0.000791114851027439,0.995338277775621,-5.39394174402337,0.00816537180478543,19
0.1,0.000791114851027439,0.998889990091597,-2.56120927733205,0.0167841806131989,9
0.3,0.000791114851027439,0.999903927108333,-0.664484790140685,0.0573781921574029,3
0.05,0.000795237895478625,0.995289904023058,-5.42187274901883,0.00816537180478543,19
0.1,0.000795237895478625,0.998878409422158,-2.57453649167111,0.0167841806131989,9
0.3,0.000795237895478625,0.999902923243076,-0.667947335230682,0.0573781921574029,3
0.05,0.000799382427954621,0.995241031903982,-5.44994650572884,0.00816537180478543,19
0.1,0.000799382427954621,0.998866708138091,-2.58793283367077,0.0167841806131989,9
0.3,0.000799382427954621,0.999901908890001,-0.671427917497334,0.0573781921574029,3
0.05,0.000803548560444327,0.995191656358947,-5.47816371443472,0.00816537180478543,19
0.1,0.000803548560444327,0.998854884987491,-2.60139865843785,0.0167841806131989,9
0.3,0.000803548560444327,0.999900883939569,-0.674926630810749,0.0573781921574029,3
0.05,0.000807736405520292,0.995141772278693,-5.5065250783953,0.00816537180478543,19
0.1,0.000807736405520292,0.998842938705548,-2.61493432284909,0.0167841806131989,9
0.3,0.000807736405520292,0.999899848281099,-0.678443569528155,0.0573781921574029,3
0.05,0.000811946076341762,0.995091374503705,-5.53503130385226,0.00816537180478543,19
0.1,0.000811946076341762,0.998830868014418,-2.62854018555916,0.0167841806131989,9
0.3,0.000811946076341762,0.999898801802756,-0.681978828496395,0.0573781921574029,3
0.05,0.00081617768665773,0.995040457823736,-5.56368310003532,0.00816537180478543,19
0.1,0.00081617768665773,0.998818671623087,-2.64221660700859,0.0167841806131989,9
0.3,0.00081617768665773,0.999897744391533,-0.685532503054459,0.0573781921574029,3
0.05,0.000820431350810015,0.994989016977362,-5.59248117916738,0.00816537180478543,19
0.1,0.000820431350810015,0.998806348227245,-2.65596394943185,0.0167841806131989,9
0.3,0.000820431350810015,0.99989667593325,-0.689104689036001,0.0573781921574029,3
0.05,0.000824707183736351,0.994937046651489,-5.62142625646938,0.00816537180478543,19
0.1,0.000824707183736351,0.998793896509143,-2.66978257686533,0.0167841806131989,9
0.3,0.000824707183736351,0.99989559631253,-0.692695482771894,0.0573781921574029,3
0.05,0.00082900530097349,0.994884541480904,-5.65051905016525,0.00816537180478543,19
0.1,0.00082900530097349,0.998781315137461,-2.6836728551554,0.0167841806131989,9
0.3,0.00082900530097349,0.999894505412794,-0.696304981092779,0.0573781921574029,3
0.05,0.000833325818660326,0.994831496047781,-5.67976028148648,0.00816537180478543,19
0.1,0.000833325818660326,0.998768602767171,-2.69763515196652,0.0167841806131989,9
0.3,0.000833325818660326,0.999893403116246,-0.699933281331635,0.0573781921574029,3
0.05,0.000837668853541033,0.994777904881214,-5.70915067467675,0.00816537180478543,19
0.1,0.000837668853541033,0.99875575803939,-2.71166983678927,0.0167841806131989,9
0.3,0.000837668853541033,0.99989228930386,-0.703580481326364,0.0573781921574029,3
0.05,0.000842034522968219,0.994723762456733,-5.73869095699636,0.00816537180478543,19
0.1,0.000842034522968219,0.998742779581252,-2.72577728094853,0.0167841806131989,9
0.3,0.000842034522968219,0.999891163855368,-0.707246679422382,0.0573781921574029,3
0.05,0.000846422944906099,0.994669063195815,-5.76838185872645,0.00816537180478543,19
0.1,0.000846422944906099,0.998729666005758,-2.73995785761159,0.0167841806131989,9
0.3,0.000846422944906099,0.999890026649248,-0.710931974475228,0.0573781921574029,3
0.05,0.000850834237933678,0.994613801465387,-5.79822411317312,0.00816537180478543,19
0.1,0.000850834237933678,0.998716415911634,-2.75421194179629,0.0167841806131989,9
0.3,0.000850834237933678,0.999888877562708,-0.714636465853184,0.0573781921574029,3
0.05,0.00085526852124796,0.994557971577352,-5.8282184566715,0.00816537180478543,19
0.1,0.00085526852124796,0.99870302788319,-2.76853991037923,0.0167841806131989,9
0.3,0.00085526852124796,0.999887716471676,-0.718360253439911,0.0573781921574029,3
0.05,0.000859725914667165,0.99450156778807,-5.85836562858945,0.00816537180478543,19
0.1,0.000859725914667165,0.998689500490167,-2.78294214210395,0.0167841806131989,9
0.3,0.000859725914667165,0.999886543250782,-0.72210343763709,0.0573781921574029,3
0.05,0.00086420653863397,0.994444584297872,-5.88866637133135,0.00816537180478543,19
0.1,0.00086420653863397,0.998675832287596,-2.79741901758913,0.0167841806131989,9
0.3,0.00086420653863397,0.999885357773353,-0.725866119367091,0.0573781921574029,3
0.05,0.000868710514218762,0.994387015250552,-5.91912143034153,0.00816537180478543,19
0.1,0.000868710514218762,0.998662021815649,-2.81197091933687,0.0167841806131989,9
0.3,0.000868710514218762,0.999884159911389,-0.729648400075637,0.0573781921574029,3
0.05,0.000873237963122906,0.994328854732854,-5.94973155410767,0.00816537180478543,19
0.1,0.000873237963122906,0.998648067599482,-2.82659823174089,0.0167841806131989,9
0.3,0.000873237963122906,0.999882949535556,-0.733450381734494,0.0573781921574029,3
0.05,0.000877789007682041,0.994270096773968,-5.98049749416394,0.00816537180478543,19
0.1,0.000877789007682041,0.998633968149093,-2.84130134109487,0.0167841806131989,9
0.3,0.000877789007682041,0.999881726515172,-0.737272166844174,0.0573781921574029,3
0.05,0.000882363770869377,0.994210735345007,-6.01142000509406,0.00816537180478543,19
0.1,0.000882363770869377,0.998619721959161,-2.85608063560067,0.0167841806131989,9
0.3,0.000882363770869377,0.999880490718188,-0.741113858436643,0.0573781921574029,3
0.05,0.000886962376299026,0.994150764358497,-6.04249984453414,0.00816537180478543,19
0.1,0.000886962376299026,0.998605327508892,-2.87093650537669,0.0167841806131989,9
0.3,0.000886962376299026,0.999879242011181,-0.74497556007805,0.0573781921574029,3
0.05,0.000891584948229336,0.994090177667843,-6.07373777317534,0.00816537180478543,19
0.1,0.000891584948229336,0.99859078326187,-2.88586934246619,0.0167841806131989,9
0.3,0.000891584948229336,0.999877980259331,-0.74885737587147,0.0573781921574029,3
0.05,0.00089623161156625,0.99402896906682,-6.10513455476637,0.00816537180478543,19
0.1,0.00089623161156625,0.998576087665891,-2.90087954084564,0.0167841806131989,9
0.3,0.00089623161156625,0.999876705326415,-0.752759410459651,0.0573781921574029,3
0.05,0.000900902491866685,0.993967132289017,-6.13669095611576,0.00816537180478543,19
0.1,0.000900902491866685,0.998561239152803,-2.91596749643306,0.0167841806131989,9
0.3,0.000900902491866685,0.999875417074786,-0.756681769027789,0.0573781921574029,3
0.05,0.00090559771534192,0.993904661007329,-6.16840774709405,0.00816537180478543,19
0.1,0.00090559771534192,0.998546236138356,-2.93113360709643,0.0167841806131989,9
0.3,0.00090559771534192,0.999874115365363,-0.760624557306302,0.0573781921574029,3
0.05,0.000910317408861006,0.993841548833408,-6.2002857006357,0.00816537180478543,19
0.1,0.000910317408861006,0.998531077022026,-2.94637827266207,0.0167841806131989,9
0.3,0.000910317408861006,0.999872800057613,-0.764587881573633,0.0573781921574029,3
0.05,0.0009150616999542,0.993777789317122,-6.23232559274081,0.00816537180478543,19
0.1,0.0009150616999542,0.998515760186861,-2.96170189492307,0.0167841806131989,9
0.3,0.0009150616999542,0.999871471009534,-0.768571848659052,0.0573781921574029,3
0.05,0.000919830716816402,0.993713375946009,-6.26452820247666,0.00816537180478543,19
0.1,0.000919830716816402,0.99850028399931,-2.97710487764773,0.0167841806131989,9
0.3,0.000919830716816402,0.999870128077647,-0.772576565945481,0.0573781921574029,3
0.05,0.00092462458831063,0.993648302144733,-6.2968943119791,0.00816537180478543,19
0.1,0.00092462458831063,0.998484646809058,-2.99258762658795,0.0167841806131989,9
0.3,0.00092462458831063,0.999868771116971,-0.776602141372332,0.0573781921574029,3
0.05,0.00092944344397149,0.993582561274529,-6.32942470645362,0.00816537180478543,19
0.1,0.00092944344397149,0.998468846948856,-3.00815054948777,0.0167841806131989,9
0.3,0.00092944344397149,0.999867399981016,-0.780648683438355,0.0573781921574029,3
0.05,0.000934287414008687,0.99351614663265,-6.36212017417635,0.00816537180478543,19
0.1,0.000934287414008687,0.998452882734354,-3.0237940560918,0.0167841806131989,9
0.3,0.000934287414008687,0.999866014521762,-0.784716301204505,0.0573781921574029,3
0.05,0.000939156629310534,0.993449051451802,-6.39498150649472,0.00816537180478543,19
0.1,0.000939156629310534,0.998436752463924,-3.03951855815373,0.0167841806131989,9
0.3,0.000939156629310534,0.999864614589645,-0.788805104296821,0.0573781921574029,3
0.05,0.000944051221447497,0.993381268899593,-6.428009497828,0.00816537180478543,19
0.1,0.000944051221447497,0.998420454418488,-3.05532446944482,0.0167841806131989,9
0.3,0.000944051221447497,0.999863200033541,-0.792915202909317,0.0573781921574029,3
0.05,0.000948971322675744,0.993312792077944,-6.46120494566751,0.00816537180478543,19
0.1,0.000948971322675744,0.998403986861345,-3.07121220576245,0.0167841806131989,9
0.3,0.000948971322675744,0.999861770700747,-0.79704670780689,0.0573781921574029,3
0.05,0.000953917065940721,0.993243614022544,-6.49456865057677,0.00816537180478543,19
0.1,0.000953917065940721,0.99838734803799,-3.08718218493861,0.0167841806131989,9
0.3,0.000953917065940721,0.99986032643697,-0.801199730328244,0.0573781921574029,3
0.05,0.000958888584880746,0.99317372770226,-6.52810141619126,0.00816537180478543,19
0.1,0.000958888584880746,0.998370536175938,-3.10323482684851,0.0167841806131989,9
0.3,0.000958888584880746,0.999858867086305,-0.805374382388824,0.0573781921574029,3
0.05,0.000963886013830618,0.993103126018562,-6.56180404921801,0.00816537180478543,19
0.1,0.000963886013830618,0.998353549484546,-3.1193705534191,0.0167841806131989,9
0.3,0.000963886013830618,0.999857392491222,-0.809570776483765,0.0573781921574029,3
0.05,0.000968909487825246,0.993031801804946,-6.59567735943497,0.00816537180478543,19
0.1,0.000968909487825246,0.99833638615482,-3.13558978863762,0.0167841806131989,9
0.3,0.000968909487825246,0.999855902492546,-0.81378902569086,0.0573781921574029,3
0.05,0.000973959142603299,0.992959747826346,-6.62972215969014,0.00816537180478543,19
0.1,0.000973959142603299,0.998319044359243,-3.15189295856026,0.0167841806131989,9
0.3,0.000973959142603299,0.999854396929444,-0.81802924367354,0.0573781921574029,3
0.05,0.000979035114610874,0.99288695677854,-6.66393926590037,0.00816537180478543,19
0.1,0.000979035114610874,0.998301522251588,-3.16828049132068,0.0167841806131989,9
0.3,0.000979035114610874,0.999852875639401,-0.822291544683863,0.0573781921574029,3
0.05,0.000984137541005184,0.992813421287565,-6.69832949705,0.00816537180478543,19
0.1,0.000984137541005184,0.99828381796672,-3.18475281713867,0.0167841806131989,9
0.3,0.000984137541005184,0.999851338458211,-0.826576043565531,0.0573781921574029,3
0.05,0.00098926655965826,0.992739133909124,-6.73289367518927,0.00816537180478543,19
0.1,0.00098926655965826,0.998265929620418,-3.20131036832876,0.0167841806131989,9
0.3,0.00098926655965826,0.999849785219953,-0.830882855756905,0.0573781921574029,3
0.05,0.000994422309160682,0.99266408712797,-6.76763262543232,0.00816537180478543,19
0.1,0.000994422309160682,0.998247855309179,-3.21795357930881,0.0167841806131989,9
0.3,0.000994422309160682,0.999848215756974,-0.83521209729405,0.0573781921574029,3
0.05,0.000999604928825318,0.992588273357329,-6.80254717595514,0.00816537180478543,19
